Date,Device,Address,Clicks,Visitors,Group
2023-05-18,Laptop,fyttlyf///resolve-disputes///,32,75,Control
2023-05-18,Mobile,fyttlyf/business/product/business-getstarted///,10,40,Experiment
2023-05-18,Other,fyttlyf/personal/campaign/campaigns-digital-wallet/ways-to-pay/affiliate///,55,106,Control
2023-05-18,Other,fyttlyf///about-payment-methods///,13,36,Experiment
2023-05-18,Other,fyttlyf/personal/product/digital-wallet///,15,71,Control
2023-05-18,Mobile,fyttlyf/both/security/security-report-suspicious-messages///,19,129,Control
2023-05-18,Mobile,fyttlyf/personal/campaign/campaigns-digital-wallet/ways-to-pay/affiliate///,220,443,Experiment
2023-05-18,Mobile,fyttlyf/personal/product/digital-wallet-manage-money/add-cash///,44,226,Control
2023-05-18,Laptop,fyttlyf/business/product/business-financial-services/working-capital///,16,34,Control
2023-05-18,Laptop,fyttlyf/business/campaign/get-paid///,256,12203,Control
2023-05-18,Laptop,fyttlyf/personal/product/digital-wallet-ways-to-pay/checkout-with-fyttlyf///,2,41,Control
2023-05-18,Laptop,fyttlyf/personal/product/digital-wallet-ways-to-pay///,64,321,Experiment
2023-05-18,Laptop,fyttlyf/personal/campaign/hvreward-enroll///,21,39,Experiment
2023-05-18,Mobile,fyttlyf/consumer/campaign/uchooserewards///,11,111,Control
2023-05-18,Laptop,fyttlyf/personal/product/digital-wallet-ways-to-pay/fyttlyf-honey///,14,33,Experiment
2023-05-18,Laptop,fyttlyf/general//pay-with-rewards-chase///,2,49,Experiment
2023-05-18,Laptop,fyttlyf/business/product/business-platforms-and-marketplaces///,48,211,Control
2023-05-18,Mobile,fyttlyf/personal/product/digital-wallet-ways-to-pay/pay-with-rewards///,29,114,Control
2023-05-18,Other,fyttlyf/business/product/business-financial-services///,10,17,Experiment
2023-05-18,Other,fyttlyf/personal//pfs-claim-offer5-3q-p///,8,25,Control
2023-05-18,Other,fyttlyf/personal/sem/pay-with-rewards-capitalone///,4,35,Control
2023-05-18,Mobile,fyttlyf/personal//fyttlyf-credit-faq-offer-end///,16,155,Control
2023-05-18,Mobile,fyttlyf/business/product/business-pos-system/contact-sales///,5,24,Experiment
2023-05-18,Laptop,fyttlyf/personal/product/digital-wallet-send-receive-money/start-selling///,6,62,Control
2023-05-18,Laptop,fyttlyf/both/security/security-protect-personal-info///,19,80,Control
2023-05-18,Other,fyttlyf/general//pay-with-rewards-chase///,0,23,Experiment
2023-05-18,Mobile,fyttlyf/both/security/security-protect-your-devices///,7,23,Control
2023-05-18,Other,fyttlyf/personal/product/digital-wallet-manage-money/start-saving///,66,99,Control
2023-05-18,Other,fyttlyf/personal/sem/pay-with-rewards-wellsfargo///,4,27,Control
2023-05-18,Mobile,fyttlyf/business//zettle-offer-0///,3,34,Control
2023-05-18,Other,fyttlyf/enterprise/product/enterprise-pay-later-messaging///,2,27,Control
2023-05-18,Laptop,fyttlyf/sem//account-selection-signup///,0,112,Control
2023-05-18,Other,fyttlyf/both/security/security-protect-your-devices///,13,19,Control
2023-05-18,Laptop,fyttlyf/enterprise//enterprise-contact-sales///,10,76,Control
2023-05-18,Mobile,fyttlyf/personal//pfs-claim-offer-lp///,28,150,Control
2023-05-18,Laptop,fyttlyf/personal//fyttlyf-credit-faq-offer-end///,27,51,Control
2023-05-18,Mobile,fyttlyf/business/product/business-pos-system/pricing///,12,33,Experiment
2023-05-18,Laptop,fyttlyf/personal/product/digital-wallet-manage-money/direct-deposit///,10,21,Experiment
2023-05-18,Laptop,fyttlyf/business/product/business-operations/mass-payments///,5,29,Experiment
2023-05-18,Laptop,fyttlyf/personal/product/digital-wallet-send-receive-money/send-money///,28,134,Experiment
2023-05-18,Laptop,fyttlyf/business/product/business-accept-payments/qr-code///,19,36,Experiment
2023-05-18,Other,fyttlyf/business/product/business-contact-sales///,19,19,Control
2023-05-18,Mobile,fyttlyf/business/product/business-contact-sales/thank-you///,12,37,Control
2023-05-18,Laptop,fyttlyf/business/product/invite///,8,28,Experiment
2023-05-18,Laptop,fyttlyf/enterprise/product/enterprise-accept-payments///,5,59,Experiment
2023-05-18,Laptop,fyttlyf///fyttlyf-credit-promo///,18,23,Experiment
2023-05-18,Mobile,fyttlyf/personal//home///,4,10,Control
2023-05-18,Laptop,fyttlyf/consumer/campaign/uchooserewards///,23,139,Control
2023-05-18,Mobile,fyttlyf///pay-with-rewards-citi///,7,21,Experiment
2023-05-18,Laptop,fyttlyf/personal//pfs-claim-offer5-3q-p///,21,40,Experiment
2023-05-18,Laptop,fyttlyf/business/product/donations-fyttlyf-giving-fund-updates///,9,42,Control
2023-05-18,Laptop,fyttlyf/personal//claim-offer-2q-expired///,7,33,Control
2023-05-18,Laptop,fyttlyf/general//law-enforcement///,15,19,Control
2023-05-18,Laptop,fyttlyf/sem//account-selection-signup///,3,29,Experiment
2023-05-18,Other,fyttlyf/personal/product/digital-wallet///,2,25,Experiment
2023-05-18,Laptop,fyttlyf/business/product/business-operations/returns///,14,19,Control
2023-05-18,Laptop,fyttlyf/business/product/business-platforms-and-marketplaces/solutions///,12,21,Control
2023-05-18,Mobile,fyttlyf/personal//nfp///,9,36,Experiment
2023-05-18,Tablet,fyttlyf/general/product/accessibility///,13,23,Control
2023-05-18,Laptop,fyttlyf/business/campaign/enterprise-payment-processing-solutions///,11,41,Control
2023-05-18,Mobile,fyttlyf/honey/redirect////,13,29,Control
2023-05-18,Mobile,fyttlyf///credit-pala-easy-payments-offer-end///,21,23,Control
2023-05-18,Other,fyttlyf/personal/product/digital-wallet-manage-money/crypto///,15,46,Control
2023-05-18,Mobile,fyttlyf/enterprise/product/enterprise-product-spotlight///,10,38,Control
2023-05-18,Mobile,fyttlyf/personal/product/digital-wallet-ways-to-pay/fyttlyf-honey///,4,36,Experiment
2023-05-18,Tablet,fyttlyf/business/campaign/campaigns-business/sign-up///,8,8,Control
2023-05-18,Laptop,fyttlyf/business/product/business-contact-sales///,8,51,Experiment
2023-05-18,Laptop,fyttlyf/personal/buy/buy-online///,11,43,Control
2023-05-18,Laptop,fyttlyf/personal/internal/digital-wallet-manage-money/fyttlyf-cashback-mastercard///,24,63,Experiment
2023-05-18,Laptop,fyttlyf/personal/product/digital-wallet-ways-to-pay/rewards-points///,4,48,Experiment
2023-05-18,Other,fyttlyf/personal/product/digital-wallet-manage-money/pay-bills///,6,14,Control
2023-05-18,Laptop,fyttlyf/personal/partner/citi-card///,9,20,Control
2023-05-18,Laptop,fyttlyf/enterprise/product/enterprise-optimize-payments-processing///,2,8,Control
2023-05-18,Mobile,fyttlyf///pay-with-rewards-scorecard///,5,25,Control
2023-05-18,Tablet,fyttlyf/enterprise/product/enterprise-pay-later///,13,9,Control
2023-05-18,Other,fyttlyf/business/product/business-pos-system///,10,9,Experiment
2023-05-18,Mobile,fyttlyf/business/product/business-pos-system/integrations///,11,24,Control
2023-05-18,Laptop,fyttlyf/personal//send-money-to-mexico///,7,19,Experiment
2023-05-18,Mobile,fyttlyf/personal//send-money-to-india///,4,26,Experiment
2023-05-18,Tablet,fyttlyf/enterprise//enterprise-contact-sales///,11,25,Control
2023-05-18,Other,fyttlyf/business/product/business-accept-payments/checkout///,10,14,Experiment
2023-05-18,Other,fyttlyf/business/product/business-pos-system/pricing///,6,22,Control
2023-05-18,Mobile,fyttlyf/business/campaign/enterprise-payment-processing-solutions///,1,30,Experiment
2023-05-18,Laptop,fyttlyf/enterprise//enterprise-contact-sales///,14,35,Experiment
2023-05-18,Laptop,fyttlyf///pay-with-rewards-scorecard///,7,23,Experiment
2023-05-18,Other,fyttlyf/business/product/business-marketplace-payments///,9,9,Control
2023-05-18,Tablet,fyttlyf/business/product/business-financial-services/business-loan///,7,22,Control
2023-05-18,Tablet,fyttlyf/business/product/business-operations/returns///,10,17,Control
2023-05-18,Mobile,fyttlyf/business/product/business-marketplace-payments///,5,15,Control
2023-05-18,Other,fyttlyf/business/product/business-pos-system/software///,0,31,Control
2023-05-18,Laptop,fyttlyf/business/product/fyttlyf-working-capital/pre-approval///,2,28,Control
2023-05-18,Tablet,fyttlyf/business/product/business-financial-services/working-capital///,4,20,Control
2023-05-18,Other,fyttlyf/personal/product/digital-wallet-manage-money/pay-bills///,13,19,Experiment
2023-05-18,Mobile,fyttlyf/both/security/security-learn-about-scams///,17,15,Experiment
2023-05-18,Laptop,fyttlyf///money-holds///,8,16,Experiment
2023-05-18,Other,fyttlyf/personal/buy/fees///,11,30,Experiment
2023-05-18,Other,fyttlyf/personal/product/digital-wallet-manage-money/cash-check///,18,30,Control
2023-05-18,Mobile,fyttlyf/personal/product/digital-wallet-manage-money/direct-deposit///,27,110,Control
2023-05-18,Other,fyttlyf/business/product/mobile-apps-business-app///,6,23,Control
2023-05-18,Tablet,fyttlyf/general/sem/google-pay-fyttlyf///,6,16,Control
2023-05-18,Tablet,fyttlyf/personal/product/digital-wallet-ways-to-pay/fyttlyf-honey///,6,21,Experiment
2023-05-18,Laptop,fyttlyf/business/product/business-operations///,10,19,Control
2023-05-18,Laptop,fyttlyf/business/product/recurring-payments-subscriptions///,7,34,Experiment
2023-05-18,Laptop,fyttlyf/business/product/business-pos-system/integrations///,16,22,Control
2023-05-18,Laptop,fyttlyf/personal//nfp///,6,15,Experiment
2023-05-18,Other,fyttlyf/personal/campaign/campaigns-taxes///,17,23,Control
2023-05-18,Tablet,fyttlyf/personal//travel///,5,22,Control
2023-05-18,Laptop,fyttlyf///fyttlyf-credit-promo///,11,41,Control
2023-05-18,Other,fyttlyf/general//taxes-offer-start///,3,19,Control
2023-05-18,Laptop,fyttlyf/personal//fyttlyf-credit-payment-security-offer-end///,8,23,Experiment
2023-05-18,Mobile,fyttlyf/personal//claim-offer-2q-expired///,17,35,Control
2023-05-18,Other,fyttlyf///spotify-premium-offer///,12,17,Experiment
2023-05-18,Other,fyttlyf/both/product/digital-wallet-mobile-apps///,8,16,Experiment
2023-05-18,Laptop,fyttlyf/business/product/business-operations/risk-management///,9,27,Experiment
2023-05-18,Tablet,fyttlyf/business//enterprise/buy-now-pay-later///,1,22,Control
2023-05-18,Tablet,fyttlyf/business/campaign/campaigns-business/sign-up///,3,15,Experiment
2023-05-18,Laptop,fyttlyf/business/product/business-financial-services/debit-card///,5,16,Experiment
2023-05-18,Tablet,fyttlyf/business/product/business-pos-system///,15,10,Experiment
